,0,1,2,3,4,5,6,7,8,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28882015,1,6,1,9,2,285,1,2040,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28897277,1,37,5,198,4,251,4,14,57,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28897332,0,31,1,4,5,52,3,12,1,1204
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28901429,2,33,2,13,12,269,7,8,0,884
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28928957,2,31,5,12,531,294,1,12,1,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28982040,3,23,3,11,4,162,1,15,4,495
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28991455,1,17,0,15,8,2,30,9,3,1302
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_28993987,1,8,4,3,548,84,5,11,2,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29054361,0,8,5,9,3,262,5,2235,0,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29056457,0,19,0,4,1,1,46,1484,1,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29061304,1,12,5,11,8,238,5,1373,4,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29061370,2,3,6,5,547,72,4,9,2,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29078455,5,0,0,4,1,85,4,1778,0,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29129845,1,22,6,125,13,110,7,20,11,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29162206,1,17,3,2,2,9,3,2282,1,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29176614,1,23,0,3,3,55,1,1499,1,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29183169,0,9,1,6,4,2,17,2175,1,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29190934,3,64,5,8,574,497,7,26,4,48
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29217897,1,36,4,9,9,8,46,2781,4,16
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29220195,0,3,1,6,5,11,3,115,1,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29236463,0,46,3,534,8,247,7,15,121,34
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29238815,4,24,5,10,6,604,4,15,27,550
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29270211,1,25,2,424,2,174,8,3,57,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29286542,1,16,1,9,2,8,48,2021,0,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29294433,0,27,0,12,564,70,6,24,1,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29301591,0,11,5,4,304,155,3,5,4,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29318243,2,9,3,14,11,34,12,4380,2,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29411996,3,32,2,5,5,2,41,1406,70,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29439587,1,28,1,5,3,11,26,8,1,645
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29509610,1,36,1,8,7,288,3,12,4,1225
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29516484,0,18,5,4,5,32,7,11,3,1323
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29550094,6,31,1,22,17,106,18,18,0,937
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29564668,2,18,2,3,8,9,39,3336,2,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29579192,1,25,2,6,8,170,6,6,0,866
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29583340,1,20,4,51,3,286,15,12,64,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29590485,1,15,1,4,3,4,14,1310,0,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29592842,0,43,4,12,5,506,3,9,1,581
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29615658,1,11,2,6,5,50,3,3210,1,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29661917,3,28,6,495,10,310,14,34,50,124
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29666814,4,19,1,9,8,1,57,10,0,1727
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29684455,2,32,5,5,9,4,53,2881,1,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29775452,4,7,1,10,3,217,9,14,1,1151
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29811670,0,12,2,11,7,261,7,9,117,401
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29816925,3,23,0,475,6,140,1,17,110,62
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29870757,3,11,7,17,7,268,11,2215,3,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29874241,1,7,4,3,11,45,9,3029,7,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29879587,3,27,3,5,4,75,11,16,64,696
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29880609,3,8,3,11,14,64,13,3469,1,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29903385,1,8,2,5,5,108,6,3009,0,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29907648,1,31,1,6,4,265,7,29,1,424
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29918171,3,31,3,362,3,222,3,13,27,168
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29947220,1,5,4,6,2,79,2,3011,2,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29963018,1,4,1,7,2,84,2,2201,1,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29973366,0,33,2,7,2,46,3,1552,142,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_29980877,2,5,2,2,4,122,5,3137,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30073634,2,5,1,145,3,226,5,12,72,228
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30089562,0,5,1,2,1,4,16,1294,1,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30117892,0,19,0,414,1,125,3,8,111,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30135578,0,21,1,122,1,311,2,5,121,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30170152,0,21,3,10,1,3,87,1717,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30245227,5,10,3,4,367,376,7,32,1,10
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30273554,2,27,1,396,3,48,4,9,93,209
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30311665,0,3,0,5,282,132,4,23,0,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30335216,2,13,10,4,3,116,7,3460,2,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30336030,3,29,3,290,3,51,3,18,40,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30365951,0,4,3,8,235,54,5,20,0,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30385764,1,4,5,4,4,81,2,5,1,72
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30449077,2,16,4,4,7,273,5,17,2,815
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30454988,2,22,1,5,4,157,4,6,1,250
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30491521,3,5,2,5,4,72,5,2458,1,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30519231,2,35,2,497,7,185,5,9,88,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30519674,1,13,2,7,447,151,7,6,2,12
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30548798,4,21,3,7,2,113,4,6,2,1320
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30556101,1,10,5,8,5,400,12,11,2,1733
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30558969,0,3,2,11,6,84,3,1984,3,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30564036,1,3,1,10,326,546,6,22,4,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30579257,3,50,2,7,3,13,13,11,102,717
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30583674,4,6,5,11,864,156,4,13,20,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30592474,1,14,5,7,4,54,4,1870,2,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30614570,2,10,1,5,4,2,45,1914,1,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30664447,2,34,6,296,5,279,8,11,74,19
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30665046,0,0,1,48,0,21,2,8,2,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30669448,1,51,2,2,2,45,10,22,1,1181
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30735766,0,8,5,8,497,42,5,11,2,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30744306,0,26,5,537,11,117,1,9,172,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30813988,2,21,2,7,1,6,28,9,0,1204
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30867904,0,9,0,95,7,40,0,189,14,15
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30876317,1,3,0,1,1,2,5,151,0,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30898534,2,1,1,4,2,30,3,832,0,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30941482,2,15,2,9,10,4,28,11,5,492
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30942506,2,2,2,8,8,171,7,1822,2,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30950379,1,37,2,195,15,181,9,8,149,38
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30957710,2,34,3,482,7,244,3,12,92,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_30967780,1,6,4,6,5,33,7,1681,0,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31032861,0,4,4,3,3,269,5,6,0,812
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31049772,2,5,1,10,9,27,10,2234,1,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31053999,1,2,2,4,1,1,68,2047,1,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31090567,3,5,5,12,7,57,17,69,12,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31206745,0,30,0,2,5,10,9,2654,0,15
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31249312,2,2,2,11,2,121,2,1411,1,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31261717,2,30,1,4,4,1,46,15,3,519
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31267346,0,35,1,6,4,396,1,9,5,401
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31284339,3,18,1,5,2,56,6,13,2,545
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31351577,0,5,2,1,7,2,11,16,4,81
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31360057,0,18,1,5,300,174,7,25,4,14
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31362221,1,11,4,183,7,117,3,8,49,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31365820,0,16,3,6,4,23,6,2216,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31379434,1,11,2,2,551,110,3,12,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31415722,0,37,4,5,3,5,11,1949,1,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31451104,1,6,4,10,5,63,6,2840,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31457641,1,9,1,4,3,9,27,1948,0,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31463722,0,3,0,101,2,85,0,8,24,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31533786,0,15,0,711,4,156,7,12,103,392
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31544772,2,9,3,6,9,1,20,1720,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31556088,1,14,3,5,3,16,3,1371,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31563022,2,16,3,9,9,8,16,3632,3,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31571542,1,19,3,6,3,1,49,2530,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31611656,0,25,1,2,0,54,2,15,28,943
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31611980,0,37,1,502,2,131,4,10,93,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31635854,0,9,1,2,2,21,3,11,30,342
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31701465,1,7,0,2,3,20,5,2745,2,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31704737,1,2,1,7,3,33,5,2390,1,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31707344,1,10,0,2,4,8,18,2284,1,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31715664,1,38,3,3,0,129,2,18,0,761
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31730542,2,78,4,12,9,4,120,1739,0,195
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31781655,0,49,6,244,6,164,1,21,83,23
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31785972,4,62,9,10,6,240,9,19,76,401
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31794435,2,7,5,9,791,516,9,17,0,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31827326,0,2,1,5,4,44,7,113,1,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31858811,0,69,4,828,1,279,1,20,178,380
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31859736,0,37,5,10,3,17,7,25,2,1204
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31861615,5,6,5,12,7,207,3,2751,1,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31892982,3,48,1,2,4,236,6,14,3,792
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31902801,2,3,1,0,6,102,3,2986,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31904863,0,25,2,8,6,5,16,1803,3,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31912705,3,15,5,8,4,3,54,2472,0,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_31967894,1,12,3,5,3,12,28,13,50,565
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32008704,3,9,3,10,9,3,64,3569,1,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32066808,1,21,5,12,5,5,52,3501,4,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32122288,3,32,3,5,2,2,25,12,2,2299
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32151266,5,60,0,687,11,197,4,37,10,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32173478,1,34,4,5,8,56,6,13,3,1177
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32190050,1,13,2,278,4,215,7,15,41,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32217171,5,25,0,253,3,171,3,16,80,93
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32222880,0,5,5,4,2,73,11,2775,2,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32233691,0,31,1,167,3,119,5,11,45,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32241161,1,5,5,8,518,192,5,9,2,12
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32253330,1,35,5,5,10,87,18,14,93,707
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32305673,0,44,2,82,2,141,1,9,41,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32319861,1,17,4,6,5,437,2,11,11,644
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32324798,0,9,3,4,1,3,14,2075,1,14
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32371847,1,4,3,5,534,270,4,9,1,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32371976,1,18,4,154,0,132,4,22,83,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32381401,20,74,48,64,53,31,63,2538,21,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32402240,1,6,2,9,6,7,46,2119,2,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32412257,2,4,0,4,8,24,10,12,33,656
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32429659,3,25,100,8,3,10,26,107,0,13
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32436840,2,35,0,3,2,7,13,9,157,1097
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32454332,3,4,4,9,2,120,7,2828,3,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32475260,2,13,4,5,2,158,7,2612,2,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32517652,1,33,4,696,4,256,8,11,38,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32545616,1,10,2,8,4,9,17,3818,1,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32571553,4,10,42,3,3,53,3,18,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32589247,1,60,1,444,4,76,9,11,11,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32590460,1,7,0,3,2,77,7,10,0,108
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32624906,1,12,0,4,410,144,3,24,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32626845,0,18,5,249,6,95,0,8,24,19
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32631039,1,26,1,4,5,51,5,1715,2,18
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32733994,0,9,3,12,1,86,5,1344,0,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32756134,1,21,1,0,5,2,35,7,1,753
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32767527,0,5,1,4,3,4,24,1934,0,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32852698,3,19,2,2,8,10,12,2028,1,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32881712,0,21,1,359,3,159,3,14,43,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32930338,1,9,2,5,4,24,10,2162,1,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32957640,0,8,3,5,3,190,5,1266,0,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_32993612,0,13,3,3,1,243,9,8,0,729
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33049042,1,19,4,5,5,30,8,21,188,444
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33062064,0,35,1,726,4,211,2,19,41,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33077020,0,66,7,580,7,265,11,20,78,30
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33098535,1,3,1,1,390,86,2,6,2,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33138771,0,11,2,4,4,149,4,33,0,134
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33140202,0,16,2,14,10,314,4,24,5,1406
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33148253,12,227,133,9,6,7,62,43,1,12
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33166179,3,53,2,228,10,238,8,6,105,335
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33178405,1,9,2,11,18,97,9,4237,26,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33203908,1,48,5,12,10,824,8,30,1,1070
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33207610,2,15,3,11,7,5,10,3276,2,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33257308,2,13,2,10,6,170,8,48,0,945
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33263516,0,20,6,475,7,164,5,13,159,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33319971,3,26,5,426,5,209,5,12,137,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33353491,0,7,1,73,3,74,1,8,5,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33367937,1,17,2,4,7,80,5,436,41,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33382001,0,1,0,3,2,23,0,266,1,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33397748,1,36,3,4,4,49,6,25,4,683
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33416246,2,1,4,11,6,141,8,1176,4,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33491281,3,10,1,6,3,26,10,3737,1,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33505879,0,9,3,9,3,247,6,2410,2,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33575143,5,13,3,11,11,7,56,1667,1,13
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33601346,1,6,3,7,4,31,4,1812,2,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33619674,2,96,67,10,6,4,31,84,0,15
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33624316,0,60,1,570,12,190,4,24,28,236
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33634642,0,3,0,4,4,65,5,1694,1,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33636156,2,6,3,13,2,165,6,737,8,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33649734,0,8,2,1,3,4,36,2280,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33656014,2,73,3,256,7,152,8,15,66,1378
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33674818,3,12,1,15,4,7,62,3608,1,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33716592,5,37,5,2,4,759,7,4446,67,1005
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33724055,1,40,2,521,4,267,8,19,82,12
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33761756,0,52,3,414,5,184,1,22,97,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33825478,0,26,1,6,2,123,5,26,46,789
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33839217,1,83,66,10,8,16,22,122,3,22
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33856213,0,8,0,5,4,6,27,2098,0,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33863595,0,11,4,7,2,324,4,21,2,806
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33874779,2,14,3,2,55,17,0,16,0,285
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33892316,4,17,1,6,7,9,10,34,68,642
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33934295,4,8,1,4,7,1,34,1323,4,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33964890,4,197,30,1341,10,441,7,338,2,10
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33981305,1,33,3,12,5,1,63,3036,0,2
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_33982197,1,13,2,5,2,3,32,2216,0,6
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34007481,7,24,10,11,8,6,30,3401,2,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34015119,3,0,3,3,3,41,3,1152,0,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34026876,0,36,2,12,3,7,44,9,3,1820
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34038309,9,0,2,5,3,0,5,13,1,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34040577,2,28,1,9,4,5,24,1574,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34041844,2,55,4,10,2,123,5,16,10,1179
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34059696,0,31,0,3,3,98,8,16,57,677
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34141251,4,23,1,8,3,2,28,2193,3,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34141723,1,7,0,3,3,3,5,579,0,14
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34147390,2,32,8,477,5,143,8,11,108,93
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34259512,3,16,4,301,5,161,5,11,47,1
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34271595,2,31,220,12,9,5,79,46,4,9
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34298011,2,0,2,6,4,158,7,525,0,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34329023,0,38,1,5,8,7,26,14,181,1071
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34360008,1,3,1,7,645,196,4,14,1,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34370821,1,15,3,3,504,127,0,20,0,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34401467,9,91,371,16,9,10,125,116,0,13
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34411503,5,4,4,7,3,209,4,2625,0,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34434870,0,30,3,289,1,189,3,19,37,18
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34459034,1,0,2,3,2,47,0,19,187,5
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34504324,1,29,6,13,10,15,13,2730,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34551239,2,55,12,8,12,39,14,1825,3,11
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34587779,2,15,1,4,535,184,4,8,0,12
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34602298,0,15,2,256,3,87,4,6,18,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34604482,2,10,1,2,3,61,8,2473,2,8
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34621452,3,54,2,9,5,146,6,11,3,1182
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34621968,2,40,3,178,5,227,7,17,33,53
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34638511,5,5,1,14,3,85,6,7,87,1346
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34677723,2,20,1,5,6,76,4,11,0,1015
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34692097,1,8,7,13,906,215,6,18,1,4
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34692879,3,8,3,5,8,36,6,2861,3,7
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34708729,0,8,3,4,2,10,12,985,0,3
Group_PBMCs...TNFa_Sample_PBMCs...TNFa.1_34716383,1,30,3,395,9,233,6,25,65,225
