,0,1,2,3,4,5,6,7,8,9
Group_PBMCs.RA_Sample_PBMCs.RA.1_7258297,3,83,6,12,7,127,10,72,1,1345
Group_PBMCs.RA_Sample_PBMCs.RA.1_7284999,18,37,205,30,13,9,36,379,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_7295638,7,28,3,15,7,370,6,3109,4,9
Group_PBMCs.RA_Sample_PBMCs.RA.1_7307350,5,100,0,6,8,121,6,29,100,1848
Group_PBMCs.RA_Sample_PBMCs.RA.1_7308333,4,21,7,12,7,164,3,1564,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_7322716,4,85,5,14,6,152,12,15,26,1991
Group_PBMCs.RA_Sample_PBMCs.RA.1_7330295,5,10,6,11,9,183,14,1989,1,11
Group_PBMCs.RA_Sample_PBMCs.RA.1_7362327,7,113,5,243,7,36,5,12,31,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_7384941,5,52,4,11,11,177,7,66,19,819
Group_PBMCs.RA_Sample_PBMCs.RA.1_7397683,4,104,4,114,8,48,2,14,14,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_7487180,5,23,5,24,11,14,127,1678,4,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_7487853,8,36,5,456,6,224,7,8,133,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_7506234,8,77,6,10,3,6,89,1778,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_7546200,1,81,2,4,2,1,27,1277,2,32
Group_PBMCs.RA_Sample_PBMCs.RA.1_7610299,10,5,10,2,10,155,5,1515,1,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_7610361,5,67,4,12,5,7,55,1969,4,0
Group_PBMCs.RA_Sample_PBMCs.RA.1_7690463,2,110,3,5,6,92,5,21,2,1412
Group_PBMCs.RA_Sample_PBMCs.RA.1_7726842,5,13,2,16,9,4,83,1383,1,10
Group_PBMCs.RA_Sample_PBMCs.RA.1_7728472,4,89,2,9,11,187,14,13,3,1024
Group_PBMCs.RA_Sample_PBMCs.RA.1_7744371,3,8,6,18,10,124,5,34,3,286
Group_PBMCs.RA_Sample_PBMCs.RA.1_7761922,7,25,8,21,7,67,9,2744,3,15
Group_PBMCs.RA_Sample_PBMCs.RA.1_7845248,6,4,4,18,599,124,10,14,6,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_7847755,0,74,0,9,2,7,24,2041,3,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_7920865,8,31,2,5,7,133,5,1628,3,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_7923949,12,135,5,837,5,370,8,13,87,388
Group_PBMCs.RA_Sample_PBMCs.RA.1_7925174,0,10,2,7,6,8,22,393,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_7934362,5,37,1,14,3,13,36,1602,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_7970024,2,115,2,6,4,105,10,6,24,1219
Group_PBMCs.RA_Sample_PBMCs.RA.1_7990742,5,61,2,2,7,94,6,17,7,1132
Group_PBMCs.RA_Sample_PBMCs.RA.1_8035963,5,34,2,8,16,16,25,1182,27,190
Group_PBMCs.RA_Sample_PBMCs.RA.1_8142068,1,32,5,9,4,68,13,2233,2,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_8154608,1,13,3,10,9,9,54,1558,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_8176307,6,25,3,19,9,12,47,2649,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_8179037,13,66,1,10,3,259,10,25,113,794
Group_PBMCs.RA_Sample_PBMCs.RA.1_8186440,1,36,2,8,7,2,52,1267,7,75
Group_PBMCs.RA_Sample_PBMCs.RA.1_8187721,10,117,3,229,8,160,12,30,99,38
Group_PBMCs.RA_Sample_PBMCs.RA.1_8202005,10,104,6,183,9,211,7,28,52,89
Group_PBMCs.RA_Sample_PBMCs.RA.1_8214588,6,7,3,7,763,166,10,19,6,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_8249200,0,75,2,250,3,202,3,11,74,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_8266695,2,94,1,7,6,170,7,45,2,1635
Group_PBMCs.RA_Sample_PBMCs.RA.1_8272623,2,16,1,16,6,7,64,2014,1,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_8321978,9,33,1,20,10,12,43,11,31,786
Group_PBMCs.RA_Sample_PBMCs.RA.1_8347499,5,128,0,7,7,6,96,3968,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_8361132,2,175,3,13,10,9,42,33,0,1370
Group_PBMCs.RA_Sample_PBMCs.RA.1_8373280,8,69,4,7,8,25,19,21,1,958
Group_PBMCs.RA_Sample_PBMCs.RA.1_8380353,5,21,4,15,6,89,3,1550,3,11
Group_PBMCs.RA_Sample_PBMCs.RA.1_8397335,12,30,2,121,7,69,7,36,76,309
Group_PBMCs.RA_Sample_PBMCs.RA.1_8408057,1,34,4,89,2,60,4,10,15,22
Group_PBMCs.RA_Sample_PBMCs.RA.1_8410662,10,72,5,13,13,59,27,1243,67,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_8447340,12,42,5,6,4,75,14,1497,182,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_8460324,3,81,1,9,7,6,88,1749,1,14
Group_PBMCs.RA_Sample_PBMCs.RA.1_8464697,6,93,4,10,2,179,2,31,51,635
Group_PBMCs.RA_Sample_PBMCs.RA.1_8477477,5,62,3,22,4,4,115,2305,1,15
Group_PBMCs.RA_Sample_PBMCs.RA.1_8513636,6,4,2,12,552,265,9,20,2,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_8516739,2,55,1,8,11,243,9,28,3,1111
Group_PBMCs.RA_Sample_PBMCs.RA.1_8557634,2,6,7,12,393,102,7,14,2,11
Group_PBMCs.RA_Sample_PBMCs.RA.1_8557750,6,21,4,7,8,8,144,1741,4,14
Group_PBMCs.RA_Sample_PBMCs.RA.1_8572205,6,14,2,16,4,6,74,2583,198,24
Group_PBMCs.RA_Sample_PBMCs.RA.1_8632407,0,20,2,9,2,3,64,1317,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_8646506,6,20,2,347,4,220,7,19,96,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_8654944,2,15,4,8,613,136,13,19,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_8657219,2,38,1,4,2,10,23,811,7,44
Group_PBMCs.RA_Sample_PBMCs.RA.1_8745051,6,48,11,95,13,143,20,20,86,9
Group_PBMCs.RA_Sample_PBMCs.RA.1_8769112,2,3,3,14,7,249,8,18,1,277
Group_PBMCs.RA_Sample_PBMCs.RA.1_8783596,7,7,2,12,16,11,26,1039,1,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_8831730,5,43,4,16,3,19,12,2798,4,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_8876207,0,5,2,4,2,1,26,643,1,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_8921145,0,5,1,11,55,37,1,15,2,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_8923536,7,6,9,9,352,361,3,27,4,12
Group_PBMCs.RA_Sample_PBMCs.RA.1_8924371,4,53,3,19,7,34,6,319,100,403
Group_PBMCs.RA_Sample_PBMCs.RA.1_8931138,7,67,5,8,5,21,15,18,73,846
Group_PBMCs.RA_Sample_PBMCs.RA.1_8935588,7,63,3,8,3,101,8,1282,239,46
Group_PBMCs.RA_Sample_PBMCs.RA.1_8946728,6,54,3,10,5,22,14,2081,1,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_9001872,3,85,4,6,8,110,1,34,70,862
Group_PBMCs.RA_Sample_PBMCs.RA.1_9082292,5,53,4,13,7,7,109,40,3,2002
Group_PBMCs.RA_Sample_PBMCs.RA.1_9116096,9,33,3,6,9,102,4,11,99,1080
Group_PBMCs.RA_Sample_PBMCs.RA.1_9132867,8,20,1,7,15,29,12,2461,3,10
Group_PBMCs.RA_Sample_PBMCs.RA.1_9141271,4,9,5,18,211,210,11,26,7,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_9223330,3,33,2,4,3,2,59,727,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_9239897,4,66,0,16,12,57,14,23,1,1633
Group_PBMCs.RA_Sample_PBMCs.RA.1_9280762,2,5,2,5,4,429,5,26,7,12
Group_PBMCs.RA_Sample_PBMCs.RA.1_9350328,8,14,2,4,5,6,72,2522,0,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_9357257,2,4,1,8,414,139,7,10,0,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_9431214,6,25,3,8,9,99,8,42,103,764
Group_PBMCs.RA_Sample_PBMCs.RA.1_9434475,3,10,4,9,569,146,4,21,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_9469227,1,5,1,6,8,5,9,374,0,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_9488902,5,8,10,13,11,360,8,15,2,1351
Group_PBMCs.RA_Sample_PBMCs.RA.1_9558815,5,132,1,348,3,136,4,11,30,10
Group_PBMCs.RA_Sample_PBMCs.RA.1_9559096,4,16,3,20,6,6,104,34,1,969
Group_PBMCs.RA_Sample_PBMCs.RA.1_9615241,4,62,3,15,7,4,87,1108,3,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_9627068,5,55,3,7,2,172,5,21,93,1174
Group_PBMCs.RA_Sample_PBMCs.RA.1_9687366,3,62,8,11,9,5,81,1996,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_9696196,3,151,5,12,3,118,8,1019,126,9
Group_PBMCs.RA_Sample_PBMCs.RA.1_9706123,4,14,1,11,3,4,20,834,0,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_9714772,0,4,0,7,1,119,5,15,1,395
Group_PBMCs.RA_Sample_PBMCs.RA.1_9751259,3,25,5,7,10,4,57,2325,1,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_9765540,1,29,10,17,11,84,15,1061,6,52
Group_PBMCs.RA_Sample_PBMCs.RA.1_9777540,12,178,6,803,12,334,16,27,96,18
Group_PBMCs.RA_Sample_PBMCs.RA.1_9796884,2,94,4,7,3,6,62,21,12,870
Group_PBMCs.RA_Sample_PBMCs.RA.1_9815482,5,21,1,16,7,70,11,10,23,1232
Group_PBMCs.RA_Sample_PBMCs.RA.1_9820063,10,14,4,8,6,158,12,2709,1,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_9858633,3,8,2,8,658,168,10,14,2,10
Group_PBMCs.RA_Sample_PBMCs.RA.1_9862075,0,5,5,14,466,59,4,23,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_9956209,0,65,9,13,0,296,5,16,37,818
Group_PBMCs.RA_Sample_PBMCs.RA.1_9959562,4,64,1,2,2,10,43,1575,1,11
Group_PBMCs.RA_Sample_PBMCs.RA.1_9959916,6,176,4,8,6,5,211,1275,2,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_10109685,7,46,9,16,11,330,41,2491,4,16
Group_PBMCs.RA_Sample_PBMCs.RA.1_10123862,3,84,4,16,3,198,12,72,4,857
Group_PBMCs.RA_Sample_PBMCs.RA.1_10157813,3,19,5,9,9,5,11,565,2,751
Group_PBMCs.RA_Sample_PBMCs.RA.1_10158909,1,1,0,7,28,14,1,14,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_10163220,1,24,4,6,6,540,11,2024,2,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_10167971,3,11,3,14,8,31,13,7,0,237
Group_PBMCs.RA_Sample_PBMCs.RA.1_10202194,3,119,2,10,8,5,109,2531,4,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_10218941,1,70,2,89,7,209,2,12,27,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_10266057,3,12,2,9,7,232,6,2432,0,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_10274177,6,46,1,6,4,3,52,1473,0,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_10292875,2,4,1,12,374,81,4,13,3,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_10359748,3,6,4,7,4,14,9,2939,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_10369078,7,9,4,15,728,96,4,39,5,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_10390127,6,47,2,8,3,172,8,21,156,1706
Group_PBMCs.RA_Sample_PBMCs.RA.1_10396823,2,9,1,10,5,352,5,1671,2,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_10406625,6,97,5,31,6,197,11,41,21,17
Group_PBMCs.RA_Sample_PBMCs.RA.1_10457875,10,61,5,18,10,13,65,950,4,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_10473132,15,51,3,11,7,3,61,1945,1,34
Group_PBMCs.RA_Sample_PBMCs.RA.1_10500864,2,8,3,15,2,79,8,13,80,1013
Group_PBMCs.RA_Sample_PBMCs.RA.1_10501254,5,76,4,8,4,47,11,2179,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_10521600,3,40,5,13,7,6,90,1103,48,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_10537535,5,63,0,264,7,123,3,7,59,193
Group_PBMCs.RA_Sample_PBMCs.RA.1_10537754,1,1,2,5,391,80,0,21,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_10555641,3,36,1,26,5,15,82,2449,5,18
Group_PBMCs.RA_Sample_PBMCs.RA.1_10556009,5,96,4,9,5,192,3,14,2,1871
Group_PBMCs.RA_Sample_PBMCs.RA.1_10557531,4,6,3,10,602,88,8,31,3,24
Group_PBMCs.RA_Sample_PBMCs.RA.1_10572170,1,59,2,8,4,110,4,16,1,1117
Group_PBMCs.RA_Sample_PBMCs.RA.1_10631563,11,36,8,14,12,119,14,22,4,1342
Group_PBMCs.RA_Sample_PBMCs.RA.1_10645741,2,11,5,10,2,122,3,1946,1,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_10670935,5,37,5,11,8,28,5,1119,28,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_10688567,1,4,2,12,4,9,57,1685,2,9
Group_PBMCs.RA_Sample_PBMCs.RA.1_10695532,11,49,4,17,14,58,26,32,73,335
Group_PBMCs.RA_Sample_PBMCs.RA.1_10697380,5,71,4,5,5,21,15,20,3,1014
Group_PBMCs.RA_Sample_PBMCs.RA.1_10708860,1,30,3,16,7,9,64,791,3,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_10751967,3,145,17,432,17,74,14,37,5,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_10752383,5,60,7,12,9,137,4,825,67,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_10800826,7,119,3,7,2,2,31,1245,2,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_10804339,4,21,9,11,3,194,7,20,33,370
Group_PBMCs.RA_Sample_PBMCs.RA.1_10809923,5,24,4,10,4,47,11,2261,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_10810146,6,18,2,10,2,69,10,2175,1,32
Group_PBMCs.RA_Sample_PBMCs.RA.1_10814047,5,67,0,13,11,9,121,2029,3,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_10836132,4,60,10,20,6,115,12,7,1,1522
Group_PBMCs.RA_Sample_PBMCs.RA.1_10857237,10,68,5,15,507,359,8,43,42,834
Group_PBMCs.RA_Sample_PBMCs.RA.1_10950535,3,4,1,10,7,112,3,1163,3,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_11034125,8,6,4,9,386,164,6,10,1,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_11086819,8,37,4,20,10,12,22,2356,2,21
Group_PBMCs.RA_Sample_PBMCs.RA.1_11110275,5,59,2,4,3,145,3,22,1,1033
Group_PBMCs.RA_Sample_PBMCs.RA.1_11148899,3,67,4,17,4,74,7,29,2,1113
Group_PBMCs.RA_Sample_PBMCs.RA.1_11159432,6,8,4,13,6,4,116,57,3,2637
Group_PBMCs.RA_Sample_PBMCs.RA.1_11185227,1,11,3,11,7,157,1,8,27,988
Group_PBMCs.RA_Sample_PBMCs.RA.1_11206612,7,43,3,12,2,78,12,39,78,1361
Group_PBMCs.RA_Sample_PBMCs.RA.1_11216134,6,50,2,12,7,47,15,1353,46,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_11216297,5,61,8,14,10,9,45,2400,0,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_11217170,6,35,6,17,8,58,11,1162,86,43
Group_PBMCs.RA_Sample_PBMCs.RA.1_11218543,4,61,2,9,5,179,9,1156,1,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_11227966,9,46,10,20,16,10,85,4090,5,14
Group_PBMCs.RA_Sample_PBMCs.RA.1_11233050,5,38,5,18,11,5,78,2049,3,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_11234781,12,90,7,24,10,6,84,1372,2,9
Group_PBMCs.RA_Sample_PBMCs.RA.1_11234983,3,7,4,21,17,15,57,851,55,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_11235622,4,53,2,7,10,7,110,13,75,879
Group_PBMCs.RA_Sample_PBMCs.RA.1_11256053,8,47,3,22,2,87,3,746,1,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_11300238,4,19,13,25,13,295,20,400,4,22
Group_PBMCs.RA_Sample_PBMCs.RA.1_11338305,5,133,5,17,4,193,17,41,33,1227
Group_PBMCs.RA_Sample_PBMCs.RA.1_11345960,14,263,6,304,9,365,94,1472,57,14
Group_PBMCs.RA_Sample_PBMCs.RA.1_11356188,3,65,9,9,7,11,16,19,1,1117
Group_PBMCs.RA_Sample_PBMCs.RA.1_11412462,5,16,2,7,7,80,9,13,3,606
Group_PBMCs.RA_Sample_PBMCs.RA.1_11436592,9,29,5,19,10,272,7,1333,138,22
Group_PBMCs.RA_Sample_PBMCs.RA.1_11499400,2,45,4,9,6,5,106,2677,2,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_11507198,10,81,9,28,9,63,34,1599,134,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_11517181,5,81,5,14,4,129,8,3,32,779
Group_PBMCs.RA_Sample_PBMCs.RA.1_11520343,4,10,4,13,388,241,14,20,5,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_11559154,2,7,9,9,9,23,11,788,2,13
Group_PBMCs.RA_Sample_PBMCs.RA.1_11566520,1,38,1,7,4,5,79,17,0,3533
Group_PBMCs.RA_Sample_PBMCs.RA.1_11567574,1,61,6,5,2,24,19,1608,3,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_11604570,15,157,384,25,16,35,61,126,20,17
Group_PBMCs.RA_Sample_PBMCs.RA.1_11609065,9,33,10,18,18,12,30,16,6,128
Group_PBMCs.RA_Sample_PBMCs.RA.1_11624224,16,48,12,22,15,129,13,19,50,1267
Group_PBMCs.RA_Sample_PBMCs.RA.1_11642259,4,56,3,13,4,1,69,2332,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_11644931,5,15,7,12,8,192,8,2839,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_11667084,6,43,1,11,8,84,14,1525,86,208
Group_PBMCs.RA_Sample_PBMCs.RA.1_11701627,4,21,5,24,2,11,73,15,3,596
Group_PBMCs.RA_Sample_PBMCs.RA.1_11732380,0,48,3,9,5,53,6,1583,5,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_11735893,1,8,1,2,3,8,2,99,22,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_11762740,4,32,6,9,2,6,20,1857,1,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_11774469,1,24,2,5,1,1,137,1588,1,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_11812419,5,177,6,11,8,7,136,1814,4,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_11822863,6,44,7,14,6,33,9,1329,2,18
Group_PBMCs.RA_Sample_PBMCs.RA.1_11893634,2,7,2,10,7,48,9,2886,4,13
Group_PBMCs.RA_Sample_PBMCs.RA.1_11939709,3,27,0,5,3,1,15,177,1,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_11997234,2,74,4,13,2,4,73,1111,52,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_11999486,1,68,6,5,9,225,6,24,16,1591
Group_PBMCs.RA_Sample_PBMCs.RA.1_12000981,8,18,2,13,10,286,11,2098,2,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_12023689,1,28,5,13,4,281,9,46,9,1312
Group_PBMCs.RA_Sample_PBMCs.RA.1_12036522,30,782,329,19,10,14,86,70,4,10
Group_PBMCs.RA_Sample_PBMCs.RA.1_12046493,9,44,2,11,5,27,13,1548,212,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_12053563,10,19,3,10,5,89,6,2910,3,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_12065544,3,72,4,11,4,29,13,20,2,1117
Group_PBMCs.RA_Sample_PBMCs.RA.1_12097123,7,7,4,14,13,13,132,2733,4,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_12102249,7,11,6,12,4,39,15,2304,5,11
Group_PBMCs.RA_Sample_PBMCs.RA.1_12250305,3,46,4,5,6,72,2,15,2,700
Group_PBMCs.RA_Sample_PBMCs.RA.1_12263078,8,300,4,539,3,225,5,16,43,15
Group_PBMCs.RA_Sample_PBMCs.RA.1_12317781,5,4,3,16,11,32,12,2486,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_12341027,4,71,10,12,8,165,13,10,3,1547
Group_PBMCs.RA_Sample_PBMCs.RA.1_12405424,1,5,5,9,390,126,6,34,2,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_12417885,2,169,5,8,7,6,200,2242,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_12418279,5,85,6,27,6,57,17,801,70,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_12423152,1,11,0,9,5,117,0,260,16,303
Group_PBMCs.RA_Sample_PBMCs.RA.1_12423914,7,17,8,10,335,191,24,18,7,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_12473584,3,27,4,6,7,37,11,16,0,702
Group_PBMCs.RA_Sample_PBMCs.RA.1_12481158,1,19,4,10,6,8,34,1325,2,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_12493446,4,21,0,11,6,16,15,667,3,1006
Group_PBMCs.RA_Sample_PBMCs.RA.1_12516036,4,5,1,13,9,12,140,1574,3,16
Group_PBMCs.RA_Sample_PBMCs.RA.1_12545238,1,53,3,12,9,111,11,12,0,1084
Group_PBMCs.RA_Sample_PBMCs.RA.1_12564629,2,44,3,1,3,5,112,1827,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_12568137,9,88,5,287,53,312,16,26,16,185
Group_PBMCs.RA_Sample_PBMCs.RA.1_12574416,5,31,4,3,4,9,22,14,53,1408
Group_PBMCs.RA_Sample_PBMCs.RA.1_12603139,10,42,1,9,9,18,29,2119,5,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_12640421,3,86,3,9,4,46,13,1150,65,182
Group_PBMCs.RA_Sample_PBMCs.RA.1_12643449,11,33,6,16,4,5,78,3194,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_12656775,7,59,7,22,11,79,9,41,75,1026
Group_PBMCs.RA_Sample_PBMCs.RA.1_12670704,3,13,3,17,7,117,7,18,3,758
Group_PBMCs.RA_Sample_PBMCs.RA.1_12685642,6,268,5,277,9,673,21,24,48,194
Group_PBMCs.RA_Sample_PBMCs.RA.1_12698163,3,13,6,19,21,12,26,1633,6,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_12701178,1,6,6,354,7,128,10,38,79,25
Group_PBMCs.RA_Sample_PBMCs.RA.1_12705804,4,38,3,11,5,5,92,1292,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_12793767,4,45,6,14,11,7,51,2276,0,2
Group_PBMCs.RA_Sample_PBMCs.RA.1_12800600,4,118,2,8,11,5,145,2411,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_12807197,5,54,5,21,15,71,15,29,3,1788
Group_PBMCs.RA_Sample_PBMCs.RA.1_12848649,9,80,5,533,10,86,6,11,25,20
Group_PBMCs.RA_Sample_PBMCs.RA.1_12856311,0,2,0,1,43,40,2,5,0,1
Group_PBMCs.RA_Sample_PBMCs.RA.1_12878412,6,7,4,18,6,27,13,17,3,1145
Group_PBMCs.RA_Sample_PBMCs.RA.1_12891985,3,10,4,19,10,137,14,2629,2,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_12902510,5,11,3,14,521,258,9,12,3,7
Group_PBMCs.RA_Sample_PBMCs.RA.1_12903629,11,11,3,9,8,454,8,2534,4,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_12904220,4,6,4,11,641,156,6,14,0,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_12960170,8,44,5,18,10,8,55,1374,6,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_12995120,1,6,0,4,167,67,4,4,0,12
Group_PBMCs.RA_Sample_PBMCs.RA.1_13027472,4,36,5,3,5,89,3,13,2,989
Group_PBMCs.RA_Sample_PBMCs.RA.1_13028323,1,13,1,8,238,138,5,75,1,10
Group_PBMCs.RA_Sample_PBMCs.RA.1_13048646,2,60,0,8,2,26,23,20,130,1229
Group_PBMCs.RA_Sample_PBMCs.RA.1_13122771,2,6,2,3,130,57,3,51,0,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_13143057,0,4,3,8,5,156,7,1469,4,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_13148527,1,13,1,4,2,55,5,2098,1,4
Group_PBMCs.RA_Sample_PBMCs.RA.1_13206246,5,27,13,24,13,287,18,2657,5,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_13264599,2,3,4,11,376,83,3,14,7,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_13286887,3,39,8,12,5,4,39,14,0,909
Group_PBMCs.RA_Sample_PBMCs.RA.1_13329957,8,28,6,9,3,4,30,1614,0,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_13343196,7,78,0,7,11,173,6,12,67,806
Group_PBMCs.RA_Sample_PBMCs.RA.1_13367207,8,11,5,12,765,165,13,18,3,14
Group_PBMCs.RA_Sample_PBMCs.RA.1_13429776,4,106,10,11,7,126,4,8,2,779
Group_PBMCs.RA_Sample_PBMCs.RA.1_13451398,4,31,3,7,1,3,58,1169,3,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_13475972,2,30,5,9,0,3,10,31,1,918
Group_PBMCs.RA_Sample_PBMCs.RA.1_13476651,5,12,3,7,2,37,10,1767,2,5
Group_PBMCs.RA_Sample_PBMCs.RA.1_13485453,3,42,8,7,7,29,24,2374,3,13
Group_PBMCs.RA_Sample_PBMCs.RA.1_13495709,6,10,1,3,7,40,5,2354,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_13496834,1,42,6,21,9,130,9,1208,8,15
Group_PBMCs.RA_Sample_PBMCs.RA.1_13553914,1,6,1,6,1,7,30,1486,2,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_13593170,2,42,0,9,11,194,10,10,1,598
Group_PBMCs.RA_Sample_PBMCs.RA.1_13611125,1,44,2,13,5,213,9,24,0,961
Group_PBMCs.RA_Sample_PBMCs.RA.1_13617584,5,133,4,14,8,6,63,1716,2,9
Group_PBMCs.RA_Sample_PBMCs.RA.1_13631206,2,12,2,14,13,133,4,1608,1,6
Group_PBMCs.RA_Sample_PBMCs.RA.1_13662376,1,8,3,4,5,82,6,2109,1,3
Group_PBMCs.RA_Sample_PBMCs.RA.1_13685810,1,33,2,4,5,3,32,884,2,8
Group_PBMCs.RA_Sample_PBMCs.RA.1_13694075,3,44,4,13,5,4,115,1100,2,5
