Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TM9SF2,319.4354064111347,-0.2683528551205594,0.1584142048209113,-1.6939949004190298,0.09026625208801428,0.5193788410223514
ARAP1,125.66114041161968,-0.26773248945526146,0.2049504456408107,-1.3063279204792775,0.19144106615112644,0.6740972180274832
FEZ2,193.73851287300113,-0.2677318346106471,0.1916986828150754,-1.396628451896657,0.16252532981054002,0.6432166582532445
KLHL9,96.8788149465431,-0.26729700245389343,0.2591661514625941,-1.0313731208547614,0.3023658806559286,0.7716798433539033
CALM1,779.2414204399292,-0.26709669150106313,0.15794585545480855,-1.6910648951943206,0.09082440896926153,0.5203951630534541
VPS37A,137.35224759049697,-0.26694561895053753,0.20766859413986308,-1.2854404877935075,0.19863840052608783,0.6802264806254696
FBXO7,207.18335216470004,-0.26688126192924444,0.1707538995362705,-1.562958518979856,0.11806235189625065,0.5777727946601043
RAB3GAP2,104.85707277249166,-0.2666176643165099,0.270228327601581,-0.9866384722981575,0.3238199027871913,0.7896442871041373
ATP5F1C,143.780178719572,-0.26658976746645074,0.2072757659693594,-1.2861598470988618,0.1983872811097438,0.6802264806254696
PPP2R3C,226.61172307226605,-0.2665233169362407,0.17454009945055593,-1.527003352096416,0.12676017783049937,0.5904050379235031
IFNGR2,495.44073941292555,-0.2664936928313167,0.2188821827192737,-1.2175211774688253,0.22340598395100342,0.7048811296084467
ERLEC1,116.13732073799429,-0.2664632149705236,0.21904945051724647,-1.2164523322990215,0.22381265895624003,0.7048811296084467
SNX16,154.39840583286386,-0.2664461680823985,0.23860341152671558,-1.116690521638101,0.2641266719096045,0.7387841312627975
PSMC3,180.31816554321736,-0.26627294226392134,0.21823043883624219,-1.2201457490709156,0.22240962832943267,0.7045640115018394
MAPRE1,518.1966978801761,-0.2661395834191185,0.16334751867171715,-1.6292845191850427,0.10325280180671247,0.5489453920633562
TMEM170A,157.88908606571738,-0.2660663953678762,0.21191758725269055,-1.2555182362029187,0.20929069225622743,0.6922977492446022
RIMKLB,92.45926729825761,-0.2658610843914288,0.23748393489248634,-1.1194908173969298,0.2629308061642187,0.7385759970922495
HNRNPA2B1,2564.541969397649,-0.26548588069601664,0.13415657250715665,-1.978925636922143,0.04782437933983621,0.39172609763580546
TRIP11,226.70965315954797,-0.2654072439331944,0.1711772436833175,-1.5504820513654545,0.12102585821724371,0.5838546033858155
GNB1,1740.97893141595,-0.2648787549170937,0.12856462157478504,-2.0602771716868915,0.03937205100470039,0.35071507963375514
NDUFS1,148.41078985741206,-0.2645842077122292,0.20370144758176192,-1.2988823145502195,0.19398431989034204,0.6766419655327545
CTBP2,234.6005061566683,-0.264581445104862,0.16972195157237335,-1.558911164134466,0.11901740759318304,0.5793706760794712
ATP6V0B,953.0239516273717,-0.2641686889578342,0.1430983289902613,-1.8460641072602075,0.06488289766577847,0.44734840219440986
NSD1,271.76320982861796,-0.26375057153490156,0.18794114825385266,-1.4033678839646806,0.16050716480087435,0.6417091592330939
PPIG,363.4358914765296,-0.2636469743271588,0.16403418589068905,-1.6072684659943437,0.10799548862521177,0.5565166390455246
KMT5B,269.8448053475494,-0.26359578871287115,0.158123761357804,-1.6670219987772998,0.09551003063306726,0.5309959349545452
MLLT6,600.7734140562171,-0.26356284671218894,0.1889763743287171,-1.394686757264861,0.16311032002165027,0.6434609773939219
VIRMA,122.67263161538371,-0.26348183283114834,0.19802265953503892,-1.3305640548905304,0.1833324965183566,0.6647584078743648
TBRG1,203.06791477632677,-0.2634427807708206,0.17220586321781953,-1.529813072842923,0.12606300479758215,0.5897802279522407
CPVL,165.99494458419676,-0.26330919512323425,0.24412064773959763,-1.0786027218971865,0.280764867409773,0.75316844695231
AKAP8,100.67464561110661,-0.2631643649518232,0.24742909958336187,-1.063595047611447,0.2875121868635466,0.7594875232762067
PSMC5,134.2900971575541,-0.262924391493581,0.21572409373079,-1.2187993790888003,0.2229203472414768,0.7048811296084467
AREL1,104.6752736389149,-0.2627025014164103,0.23104638361681468,-1.1370119596941908,0.2555332860546692,0.7325156692150873
ABCF1,348.37135698246806,-0.26230218784452136,0.17077306533052866,-1.5359693130578849,0.1245459067807299,0.5879998375579955
FUS,780.8833235777087,-0.2623005144548841,0.13621128385971315,-1.9256885848387781,0.05414327008119856,0.41608935833849026
MTHFD2,376.01720291383026,-0.26227454364403135,0.20780880825217019,-1.262095412845872,0.20691445568878242,0.6905073048016688
ASCC3,109.94779233748277,-0.26225780232241014,0.2295356972534898,-1.142557804561368,0.2532222331659181,0.7313716565609386
DMXL2,1218.1524932776438,-0.2620142860094555,0.1547601992658786,-1.6930340439747946,0.09044898728640774,0.5198468912185086
TAOK1,741.0604257264137,-0.2619635503452895,0.14508624370037077,-1.8055712496512861,0.07098533688692521,0.46237511176434065
ATP6V1B2,2186.909651392241,-0.26183074202300605,0.16565874271517136,-1.5805428541323046,0.11398260097310502,0.5684913955883549
USP24,144.31644361342936,-0.2617996462357138,0.19455952041166516,-1.3456018275629813,0.17843096196441655,0.66059146332439
DOCK11,249.68239602969274,-0.26174232932947283,0.17308171112198809,-1.512247178703917,0.13047099302834575,0.5958636615663581
TRIM13,115.0870998900815,-0.2615788524177093,0.21041109574924421,-1.2431799353844146,0.21380153477726038,0.6971274854108865
EIF4H,683.0952677442197,-0.26133229805315517,0.15612497101079006,-1.6738661109829385,0.09415691579512812,0.5278979820661125
ARHGEF2,314.74575291110597,-0.26115917989686827,0.15850256132701307,-1.6476653608017109,0.09942135992583531,0.539612683998826
UBA3,124.95352248924489,-0.26109392944697973,0.2173531898785168,-1.2012426852024143,0.2296570759646296,0.7111366923606077
MTF1,510.1577616136747,-0.26088666620594364,0.19805532532841383,-1.3172413605811577,0.1877577339966231,0.6700448584438411
PPP1R8,98.58646504238338,-0.26085183241587945,0.24422363017385737,-1.0680859678901047,0.2854817349003004,0.7575335942741734
ATF7IP,262.3344922280367,-0.2605086634069471,0.17809861331243002,-1.4627214584200554,0.14354361200992213,0.6145298427665011
UBE4A,168.53820619599037,-0.26042944547509994,0.1807018146042511,-1.4412110140977696,0.14952507769512619,0.6226034340641684
RAD23A,712.4188116805013,-0.2603345462061487,0.15075889388221228,-1.7268271178053862,0.08419871674062453,0.5050541463182155
ARID3A,215.4632911437333,-0.26031853966047985,0.2494028826454068,-1.0437671645944548,0.29659312672874594,0.768503657792449
PSMD4,234.6963873672132,-0.26027116865506067,0.198426523322877,-1.3116752957040472,0.18962971561290598,0.672137994845745
WSB1,624.2843610482097,-0.2601931827291635,0.14747636542929585,-1.7643042800231412,0.07768076377266657,0.48586944869587767
RPL26,1146.0194438780893,-0.26003110413563973,0.14932878382596151,-1.741332765682326,0.08162526598854968,0.4987357611289269
UBE2D1,209.6628416361156,-0.2600216258167055,0.1804656616559413,-1.440837128962728,0.14963070132256656,0.6226034340641684
HK2,820.6875948536955,-0.2599542942188392,0.23930383366901092,-1.0862938977333334,0.27734898594531665,0.7504776693160248
SRP9,186.24047867017813,-0.25987967764767833,0.182276513368472,-1.4257441775964383,0.15394219947905816,0.6302342989276103
GPX4,560.4356453701854,-0.25954348746504363,0.1620368461970554,-1.6017559805466035,0.10920958066422547,0.5587487980905121
ERP29,98.13184370247991,-0.25949113949630326,0.22567680000656037,-1.1498352488548222,0.25021173417478326,0.7283126743824873
RBMX,283.8662543577113,-0.2594060544800973,0.16836056988252412,-1.5407767665617986,0.12337112585337043,0.5872464936404125
TMX4,134.26833955124755,-0.25889145366923655,0.21157707670917647,-1.2236271419190468,0.22109291581475987,0.7030892866736342
RPS16,2682.6146285873515,-0.25854938808979033,0.15271598530470623,-1.6930080212226652,0.09045394041678549,0.5198468912185086
CCDC117,119.8913638672196,-0.2583401269916251,0.20934797444657355,-1.234022577359852,0.2171944913590108,0.699985419435086
RPL23,2384.2404656523213,-0.2577997077037226,0.13831369407689803,-1.8638769604432237,0.06233898488104089,0.4381730155135059
SERINC1,838.3402811599076,-0.25764745178142545,0.15136121149553047,-1.7022026266553338,0.0887173905591359,0.515224979959677
RNF5,100.14975390781859,-0.2575523952043117,0.2357728900096685,-1.092374934173942,0.2746683358212627,0.748469543974368
NRBP1,350.8376822014668,-0.25747942803651164,0.1553971360708149,-1.6569123122010274,0.09753720476438092,0.5356963018858669
SGTB,603.4738134624602,-0.25744772609365824,0.18368027561568012,-1.4016079039010372,0.16103236545417432,0.642230161233623
DCAF8,105.24385329823491,-0.2573498378831493,0.21927192700444043,-1.1736561145738358,0.24053279499299374,0.7201191726033558
ARRDC4,266.1242563999253,-0.2573325156163119,0.27652478830369537,-0.9305947477435352,0.3520632324133517,0.8096225124937974
ABTB1,131.76447711454261,-0.25716584375471063,0.19750327634496956,-1.30208393761292,0.19288769338925216,0.6756892130985871
ST13,577.8297835166451,-0.2570021538043091,0.14114961650497168,-1.8207782647093251,0.06864056955637926,0.4545512320592181
GLIPR1,906.829234673708,-0.25694621899531567,0.20795274043267165,-1.2355991003566817,0.21660761928516048,0.6998915771357593
WASF2,544.0547737004962,-0.25649222504204233,0.14368254767607566,-1.7851313829727593,0.0742400086082902,0.4741186617680309
SCYL2,420.72774724538795,-0.2564102743203013,0.17158120540134972,-1.494396042506671,0.1350721353463519,0.6040676357389396
RARS2,96.99099961666127,-0.2563266722287546,0.247528018870767,-1.0355460904916034,0.3004139533549869,0.7702882846250788
EZH2,140.69263919498255,-0.2559348720500185,0.2766410368578987,-0.9251515066489711,0.35488710409051827,0.8128734570445285
ZC3H6,114.44126379561379,-0.2556403522469031,0.2293913742927605,-1.1144287924298428,0.26509527697674096,0.7387841312627975
SFPQ,1634.181340469038,-0.2551133461542259,0.15087675647445928,-1.6908724187573054,0.09086117207908394,0.5203951630534541
DDX18,157.18494242210198,-0.25508790087019345,0.20231485954009518,-1.260846096278161,0.20736430217752977,0.6905073048016688
BANP,306.88089997802064,-0.25501651579866036,0.22444412626086374,-1.1362138098560146,0.2558670922520304,0.7327222076588196
NRBF2,218.90945587429238,-0.2549276352172841,0.20169407315418528,-1.263932207975216,0.20625436030675814,0.689848763974181
SLC25A33,95.02100659545482,-0.25484027680419846,0.25569330336388557,-0.9966638682027854,0.3189276933938515,0.785899598198252
SLC25A3,502.58378405249306,-0.2546214815792068,0.14272171646034143,-1.7840416153484204,0.0744169032008264,0.4742436341147714
VPS35L,125.0369696023521,-0.25440453530627005,0.20310546381242098,-1.2525735671061344,0.21036093955517587,0.6927680706468542
DELE1,119.15555447103809,-0.2541864066465916,0.21512294167429413,-1.1815866995322206,0.23736973354908608,0.7186144591160488
ACTR2,2700.016756144785,-0.25413277726042977,0.13131784280462988,-1.9352494058139507,0.052959697635683936,0.4120178998128144
RAB21,444.3379738961657,-0.2540819479522849,0.15617283351493025,-1.6269279504875889,0.10375240090412456,0.5503153164014604
RAB14,320.5946902593492,-0.25400137001958,0.17296528330786778,-1.4685107043560464,0.14196555074030529,0.6136293620337572
PRKAR2A,170.96971472920544,-0.2539493388698428,0.19109042354424433,-1.3289485373454328,0.18386494890192007,0.6653961967856493
MTPN,847.818903265348,-0.25392104793292375,0.16651039518054558,-1.524956130562297,0.12727004008371495,0.5905892589573408
TRA2B,564.3093840135565,-0.2535033253892635,0.13816744464011727,-1.8347543884129864,0.0665420896058471,0.44922026017037847
ITPRIPL2,118.30833622311879,-0.25348166299486624,0.23463704051395057,-1.0803139284387422,0.2800024093448269,0.75316844695231
C5orf15,126.67454799301497,-0.25329507904453197,0.21906407265695363,-1.1562602483027093,0.24757472284525606,0.7256791025388304
EMC7,155.63914652506247,-0.2532766231519178,0.19580221865717393,-1.293532958354137,0.19582679264239855,0.6772261891096705
EIF4G1,334.1506242456557,-0.25326478430310156,0.16510525977747434,-1.5339595155505459,0.12503961280741208,0.5880170283933612
RBM22,278.7902995499433,-0.25315169843547547,0.18951060553204527,-1.3358181075130848,0.18160873295441105,0.663706617623609
ARMC8,99.462253782643,-0.25294454590146104,0.23326731846541937,-1.0843548404701138,0.2782074985558838,0.7517107532167545
COPS9,111.19313200869847,-0.2526293868683127,0.2217754927784562,-1.139122198324583,0.25465218997366945,0.7324914871408976
GABARAPL2,299.54652088390236,-0.25237635216941134,0.19063284171886424,-1.3238870589864222,0.18554055672138337,0.6675310210046038
SPTY2D1,296.39753616604776,-0.2518350481624056,0.1667598336371967,-1.510166103369345,0.13100104557694547,0.5959049501734369
DBI,274.7011417685641,-0.2514992938444505,0.19436056909129124,-1.2939831109792705,0.19567125458883428,0.6772261891096705
CCDC47,215.5466965244309,-0.25139141153560096,0.19757064087131987,-1.2724127958836515,0.20322649001310045,0.6848201889576242
PPP1R15A,1731.4394163425347,-0.25111261062357565,0.18953027768755742,-1.3249208183904913,0.1851974151426925,0.6675310210046038
RBM10,117.03479364754061,-0.25104592974710227,0.21412911280532917,-1.172404473441849,0.2410347043357921,0.7205800827691056
TXN,3762.8008230167147,-0.2508727818819752,0.1728630890467167,-1.45128021988648,0.1467018469000717,0.6191558913456853
ZMAT2,359.0188592003487,-0.25078201823704355,0.15131562853334007,-1.6573437963269444,0.09744998746588467,0.5356963018858669
RPN2,349.91545730547165,-0.25059200439071155,0.1692396849606906,-1.4806929264192183,0.13868841977579088,0.6087358048080256
PLEKHM2,591.6177964125278,-0.2504678861800432,0.1620543441577424,-1.545579586167957,0.1222061344633488,0.5860385182270867
TRIP10,192.78693268359112,-0.25040373259665893,0.22333541114087418,-1.1212003117531182,0.262202607068433,0.7382153863075798
EIF4E2,359.5087637562949,-0.2503991439435231,0.155733805446714,-1.607866341063629,0.10786445499487354,0.5565166390455246
CALCOCO2,323.1390723397933,-0.25023284835672605,0.16671242351760956,-1.5009850080566691,0.1333594392306047,0.601108321260293
TOMM7,419.30980507098934,-0.2497808540852765,0.15782942419198304,-1.5826000466265664,0.11351265287871186,0.5674856097906409
UQCRQ,120.6022429281142,-0.24970409541265715,0.2152057574307645,-1.1603039732475158,0.245925067409561,0.7239311318503812
ABCC1,382.1730991727043,-0.24934575692628577,0.22273943381309,-1.1194504388276494,0.26294802322132493,0.7385759970922495
SPCS2,425.00708648980986,-0.24913660811264998,0.15674811325830001,-1.5894073806305153,0.11196844937708594,0.5639029167404296
ZFP36,1894.260310213499,-0.24894647067052725,0.22379530258978128,-1.1123847006156706,0.2659727798824345,0.7391653552602678
PTPN23,134.9836734852835,-0.24893889288776136,0.19381871544324286,-1.2843903764322475,0.19900539850437948,0.6805921640697024
ARPC3,763.2098648348007,-0.24879060208097575,0.1357252932856147,-1.833045234666991,0.06679584437306114,0.44936910968328886
CARD19,236.91842357753833,-0.24877939291486859,0.19776314144209453,-1.257966429440603,0.2084038973586505,0.6912021441720407
SNW1,294.39968353419323,-0.2486824386198991,0.16264416201565243,-1.528997017402731,0.1262651833202239,0.5897802279522407
RBM47,1093.9293663724509,-0.24859193477904462,0.20759784704484205,-1.1974687518091054,0.2311239001355495,0.7128755779113409
ARID1A,424.5314449762869,-0.24854990612159378,0.18455244454572906,-1.346771139950992,0.1780539523002268,0.6603743305417819
DDX27,121.50036448761678,-0.24790051256477197,0.23042510241354183,-1.0758398714731487,0.28199887706092885,0.7536306126654256
RPL29,1761.1046837803317,-0.24769750119519926,0.15800938023833652,-1.567612636804093,0.11697156117314432,0.5747497970674158
RB1CC1,808.2152065025545,-0.24749579168952687,0.16296508766211903,-1.518704375520407,0.12883692475448322,0.5929252143345453
MANF,133.05889980897157,-0.24708448517520867,0.20161015796596984,-1.2255557342349512,0.22036590432957537,0.7024347233473048
GALNT6,169.40694989533645,-0.2468459593493298,0.22262739486071728,-1.1087851946691663,0.26752285890100247,0.7405339570951166
MXD1,1038.5448041091372,-0.2467629128955036,0.18579227254036745,-1.3281656417754883,0.18412339212041529,0.6659664025997166
HM13,329.96250547571873,-0.24673020014022023,0.21039782715513622,-1.1726841644533452,0.2409224840224995,0.7205152386751942
MSL3,135.58661288519795,-0.24657718426678996,0.21238566574662485,-1.1609878821151491,0.24564682746713318,0.7238015591984787
PPP1R11,216.7448988315839,-0.2462156144905689,0.1720694292315268,-1.4309085326207203,0.1524564312932556,0.6280563027155003
TOB1,120.95914325359338,-0.24595921353510622,0.2041820803726855,-1.2046072460725572,0.228354958084922,0.7100140267297478
RTF1,278.26944173197296,-0.24577464154310588,0.16737539618996636,-1.468403643174404,0.14199461257742832,0.6136293620337572
C1orf43,526.903119833193,-0.24555021002628716,0.15284697365123065,-1.6065101202892553,0.10816187313636529,0.5565166390455246
TMEM183A,127.64741614238802,-0.2452549102660888,0.20056248942664817,-1.222835391439365,0.2213918751572037,0.7036403139753648
GSK3B,282.74672386555307,-0.24521339527759403,0.17391308683009693,-1.4099766713769701,0.15854657142608874,0.6383480619409981
MAP3K14,92.42395301245188,-0.24487967539274708,0.22787202868133904,-1.074636833708063,0.2825373541808943,0.754128904592008
SNX3,288.38122675271825,-0.24480819347231345,0.16172702733012234,-1.5137123183041212,0.13009881931742545,0.5958636615663581
USP8,442.489575185788,-0.2447489744317529,0.1545734265861608,-1.5833832492244542,0.11333413855991183,0.5672786542044402
SNRPB2,237.85442964383563,-0.24457168268260032,0.16940582953854388,-1.4437028722612784,0.1488225731493472,0.6217784893855376
UBE2G1,188.80395736788725,-0.24412665932867078,0.19774602238211786,-1.2345464975114824,0.2169993315445995,0.6998915771357593
ITPRIP,136.1479678269608,-0.2440466687610909,0.2100807458783103,-1.1616803231575323,0.24536534130115195,0.7238015591984787
MYO1F,659.4435337380814,-0.24380670286562028,0.19347239369911756,-1.2601627457237188,0.20761065899090392,0.6906169188119878
PPIL4,153.64571956006372,-0.24356766953135617,0.2164270990880124,-1.125402828747923,0.26041837294364123,0.7373282826365514
ATP6V1E1,406.65054853713536,-0.24352944084606992,0.16567783708858638,-1.4698975139074095,0.14158951301027572,0.6132989466831943
ZNF655,400.78469963206817,-0.24350977120551487,0.15549318698180034,-1.5660478502766582,0.11733741540455465,0.5754827158496708
AHR,780.2759788309004,-0.2434481514704049,0.16648091946691024,-1.462318638375809,0.14365391335610872,0.6145298427665011
NUP50,243.36574679814817,-0.24340825914659897,0.16509674106708935,-1.4743371527102807,0.1403908366597185,0.61026710945134
ESD,108.83118233583501,-0.24323001220871282,0.22714732805191146,-1.0708028762421802,0.28425807338728226,0.7556764469145089
RPS4X,1753.7922346841963,-0.24310097010996704,0.14456500255129673,-1.6816031945470777,0.09264581074044251,0.5249772990185905
CAB39,497.48619966775806,-0.2430382668355288,0.14940861609824838,-1.6266683487364024,0.10380755446290378,0.550347153087658
USP7,377.7154295080073,-0.2425144818714442,0.17924556012171244,-1.352973438821974,0.17606411599775462,0.6591249147272684
HPS1,96.33461679054244,-0.24231058376573267,0.22616690142717522,-1.071379508834787,0.2839988226250779,0.7556764469145089
HLA-E,5587.652312574965,-0.24217151429213507,0.13324949800036756,-1.8174290929896566,0.06915143639975534,0.4557319796162805
TNFSF8,117.11580630342438,-0.24203403632622042,0.6520890511966203,-0.3711671525262911,0.7105130369208488,0.950605146899599
RNF167,184.7089709049112,-0.2418857439836168,0.19189637565651071,-1.2605018888766597,0.20748836692415296,0.6905073048016688
IQGAP1,2479.7911989758204,-0.2418467871740117,0.14433941120910285,-1.6755422870864496,0.09382788145233764,0.5275472879618373
CNOT11,110.11361197701859,-0.2415271785556682,0.21607625080223572,-1.1177867889642648,0.263658065173074,0.7387841312627975
ZFAND5,758.9020584511131,-0.24129755497539934,0.16583455413991927,-1.4550499214524966,0.1456554415836263,0.6159002943398277
TPR,450.3839685917214,-0.24123859955042143,0.1491635451192563,-1.6172758522033723,0.1058187493643366,0.5536504033380576
BAZ2B,339.5737862812214,-0.24100418767628576,0.18836337098649336,-1.2794641888924734,0.2007336425477726,0.6824998752516784
ZRANB1,163.2941738636092,-0.24061133538276885,0.1892151678588803,-1.2716281580672255,0.20350526719937423,0.6850233208531391
ZNF580,101.68450166892201,-0.24047066063686084,0.2221774898284884,-1.0823358424946379,0.2791033250309224,0.7521625835001392
STIM1,120.90243791257863,-0.2402787789015734,0.21250138066274865,-1.1307163188878713,0.2581745105518092,0.7351659106066148
MS4A14,146.96658526336515,-0.23980346666746577,0.37733304899606745,-0.6355220336662453,0.5250880010263144,0.8993318577951163
OSBPL11,277.80937273302226,-0.23957182473473268,0.21846972618026694,-1.0965904929869033,0.2728204452651124,0.7454296060598984
MAP3K1,190.11856776558193,-0.23934107658169368,0.18258709284627736,-1.3108323970259952,0.189914394576697,0.6721687924857231
GNA12,617.6907952264651,-0.23913405220218445,0.15044883199364165,-1.5894709784938101,0.11195410109716859,0.5639029167404296
IRF5,315.0364689295761,-0.23911501486004091,0.1875315105467978,-1.2750657964778171,0.2022859544032839,0.6836691311360005
LAMTOR3,196.5214114690847,-0.23908844214748456,0.18881118227412952,-1.2662832744744903,0.2054116828081548,0.6889776632509906
ATG7,381.1816461144926,-0.23863356997089122,0.20077568153223344,-1.1885581368706744,0.23461358963721857,0.7152105535442245
TGFBR3,146.9118337372687,-0.2385852827963624,0.2250429471832716,-1.0601766719756924,0.28906423183502195,0.7606930298450703
TCF25,535.1974056356358,-0.23849642024664183,0.1559967184181146,-1.5288553673764154,0.1263003029564133,0.5897802279522407
FOXP1,225.97265456837718,-0.23827739189335206,0.1951279217072029,-1.2211342682719526,0.22203518677840306,0.7045640115018394
RAB3GAP1,238.76379163378672,-0.2380174577189942,0.1946154640176342,-1.2230141058956516,0.22132436854893145,0.7036254839984059
MAPKAP1,218.61279031531407,-0.2377754898491867,0.1803060353477482,-1.3187328388126318,0.1872584441775076,0.6692412382558419
SP2,184.58230608616032,-0.23777415537658214,0.19490923658200446,-1.219922460044848,0.2224942706219728,0.7045640115018394
TMEM230,150.92981365334228,-0.2376677756276266,0.25326602384811486,-0.9384116038010585,0.348032924948556,0.8069837773139328
CFL1,4379.590839699075,-0.23762695674881612,0.13392956824438987,-1.7742680713731784,0.07601881922556064,0.4808941914511879
NBPF8,99.85245369892526,-0.2376095012312008,0.23246408654833894,-1.0221342348371385,0.30671737189629567,0.7755561507740248
PLD3,173.8277321132496,-0.23753478976718753,0.2891467492062805,-0.8215025429794045,0.4113600761950382,0.8441210595581148
NFKBIB,232.59557360220273,-0.237455144984835,0.17653859092290186,-1.3450608376529791,0.17860558875790056,0.66059146332439
FAM104A,121.53089706426276,-0.2371747502789091,0.23176760017865708,-1.0233300517245894,0.30615181949761294,0.7750969178819687
PSIP1,142.3461707944208,-0.23693973807905253,0.2907859411580083,-0.814825287410657,0.41517232402671633,0.845676644010759
CAPZA1,1488.3844594587406,-0.23676604321368286,0.12796247363897842,-1.8502771670519034,0.06427361181431095,0.4455122043959878
CHMP2A,161.18127910265778,-0.23666408692712795,0.23513146465617413,-1.006518150487409,0.3141663850356381,0.7828268827627486
FLII,262.8572465286916,-0.23577150942889924,0.16801317362649432,-1.4032918034929611,0.16052984138693183,0.6417091592330939
MT-ND1,27251.993670150132,-0.23570951689355213,0.20355308128308663,-1.1579756759650555,0.24687396289170938,0.7245914059928817
DCAF7,366.2848963653673,-0.2356461385320442,0.1583505251224581,-1.4881298205346059,0.13671666053091988,0.6075481642625372
RPL15,1138.949300789028,-0.23545676385129188,0.1377383376134624,-1.709449728601041,0.08736767616531607,0.5118301701746371
RILPL2,459.54327221325633,-0.23542905913825798,0.1759590860682134,-1.337976142061741,0.18090421417013525,0.6628227333824053
ACTR10,187.42021412471536,-0.23523188971386247,0.17630302400065573,-1.3342476174032476,0.18212271862011364,0.663706617623609
SCAMP1,124.00499151242018,-0.2351858418289076,0.20848431789489882,-1.1280744959794509,0.25928845904977094,0.735624533884707
SUCO,148.30871954969618,-0.23514406697593945,0.2171446495735683,-1.0828913695903566,0.278856643063762,0.7521625835001392
AP3D1,337.085006824409,-0.23513148288801378,0.17036447514658234,-1.3801673305758468,0.16753513026732192,0.6497140080792316
ZNF24,267.93083461251115,-0.23481350134922188,0.16075527099037926,-1.4606892819288944,0.14410073176064697,0.6145298427665011
UBE2D2,514.4583761024461,-0.23456663257470903,0.1625479372691374,-1.4430612686664075,0.14900321266602434,0.6220689680169554
ICAM1,696.772335150663,-0.2344431138778818,0.15509754925681757,-1.5115849025420784,0.13063949479692488,0.5958636615663581
TAX1BP1,839.0381091432902,-0.23428494549727663,0.1342421893323286,-1.7452407969694477,0.0809429624957231,0.4975989294610184
ACTN1,392.9090189722944,-0.23402143347538032,0.2947510465073043,-0.7939630282859095,0.42721695513071367,0.8523588269473198
TMOD3,584.1928183316262,-0.23384803166755366,0.13634282681834697,-1.715147302755541,0.08631822360776295,0.5097601000717942
DYNC1LI2,284.3164401410916,-0.2337492161306236,0.15633118224788536,-1.495218118161359,0.13485752650972205,0.6037231120285518
GGA1,255.56395901926317,-0.2336536292509523,0.16110912792494517,-1.450281757839338,0.14697996395798166,0.619464709547078
SIRPA,622.8259355957338,-0.23362515719391524,0.20024391483628343,-1.1667029052289746,0.24333036917433948,0.7222261409717099
CCDC59,152.46265238453387,-0.23340699458351893,0.20742765604403998,-1.1252452977338911,0.26048510289362237,0.7373282826365514
PUF60,121.16819021008718,-0.2332697564145783,0.2045056906942326,-1.140651664130718,0.25401490853582975,0.732287572316088
RHOA,1743.008340034187,-0.23267572364789882,0.1310256415663505,-1.7758029715891406,0.07576539776386287,0.4795619891249138
NCOA1,548.407822125148,-0.23209910158031652,0.1400725594126394,-1.6569919372757114,0.09752110519495638,0.5356963018858669
NRIP1,135.6575943145341,-0.23183782878659984,0.25346448563628987,-0.9146757905929145,0.3603618573387223,0.8166457191834958
NBR1,161.00849051334063,-0.23170147706167196,0.271080037400521,-0.8547345621003174,0.3926981121705021,0.8378690695320217
MBD6,263.0735937505043,-0.231679346945185,0.1850283851626658,-1.252128676048848,0.21052298007450798,0.6928046783808403
PRPF4B,413.31161180805367,-0.2316344310431061,0.1540611694066926,-1.5035224770469882,0.1327043652126722,0.5991495069702785
KIF13A,403.8199614207065,-0.23159493852171217,0.15028710248146598,-1.541016725305975,0.12331271543508987,0.5872464936404125
SEM1,262.90463278813417,-0.23158425180366746,0.19858264992246558,-1.1661857261653372,0.24353936235989493,0.7223195201904725
C3,166.45007402104463,-0.23139010390375384,0.33968565309413434,-0.6811889221580713,0.4957519566667633,0.8844231102853595
DIAPH1,548.3519668077735,-0.2310274290851651,0.1548883197313436,-1.4915742483738352,0.13581079326179224,0.605871073727918
SEC63,206.43701122905358,-0.2309802393028638,0.1938101965483762,-1.1917857956725706,0.23334524677087765,0.7143510822134482
IRAK3,1063.3882390897018,-0.23070605275896325,0.16603091289334798,-1.3895367358918285,0.16466959817383187,0.64595249393518
VPS4A,97.9404693238604,-0.2306086334723134,0.2591059130527948,-0.8900168689910414,0.3734568282565688,0.8260758802822601
EVI2A,262.43664734546894,-0.2303625083402138,0.2299499978635629,-1.001793913809452,0.31644313730656326,0.783723470122006
SMAD3,175.53697070660448,-0.2300542013479618,0.1815153693870992,-1.2674089369112806,0.20500910591174815,0.6880956111792098
AP1S2,915.4665828547322,-0.23000787583182997,0.1909614011365261,-1.204473126311992,0.22840676290797102,0.7100140267297478
AKAP10,128.59184812544999,-0.2299627057958517,0.20092013681363743,-1.1445478260307604,0.2523965155186042,0.7305058550798232
IL7R,1003.0375907925608,-0.2296592528487854,0.1389204815657488,-1.6531705783073567,0.09829615253382143,0.5378723814509516
SYF2,301.7008044133672,-0.2295846517387793,0.16533469662294747,-1.3886053951661246,0.1649527758854834,0.64595249393518
CGAS,189.5010352223104,-0.22949761369714541,0.19209079835214166,-1.1947350714656797,0.23219055526228816,0.7137187273233387
SLC7A7,149.34326945574102,-0.2292118321512388,0.2436693899361085,-0.940667320632023,0.346875370865938,0.8064872920443414
COX7A2,221.2252754962506,-0.2290390003346191,0.17228185560614065,-1.3294435419724806,0.18370168062649617,0.6651049569396097
